021695lbl	C0020476	hyperlipoproteinemia
021695lbl	C0020676	hypothyroidism
021695lbl	C0011849	diabetes
021695lbl	C0020476	Hyperlipoproteinemias
021695lbl	C0018799	heart disease
021697lbl	C0020625	hyponatremia
021697lbl	C0021141	inappropriate secretion of antidiuretic hormone
021697lbl	C0020676	hypothyroidism
021697lbl	C0001623	adrenal insufficiency
021697lbl	C0024115	pulmonary disorders
021697lbl	C0018802	congestive heart failure
20918slr008_glucagen_lbl	C0020615	hypoglycemia
20918slr008_glucagen_lbl	C0011849	diabetes
20918slr008_glucagen_lbl	C0020517	hypersensitivity
20918slr008_glucagen_lbl	C0031511	pheochromocytoma
20862se1-006_hectorol_lbl	C0020502	hyperparathyroidism
20862se1-006_hectorol_lbl	C0022661	chronic kidney disease
18086s58lbl	C0028840	ocular hypertension
18086s58lbl	C0017601	glaucoma
021700lbl	C0011860	type 2 diabetes
021700lbl	C0043096	weight loss
021700lbl	C0021311	infection
017576s051lbl	C0700589	contraceptive methods
19537s053,054,20780s017,018lbl	C0021311	infections
19537s053,054,20780s017,018lbl	C0042029	Urinary Tract Infections
19537s053,054,20780s017,018lbl	C0010692	Cystitis
19537s053,054,20780s017,018lbl	C0033581	Prostatitis
19537s053,054,20780s017,018lbl	C0021311	Infections
19537s053,054,20780s017,018lbl	C0008677	chronic bronchitis
19537s053,054,20780s017,018lbl	C0032285	pneumonia
19537s053,054,20780s017,018lbl	C0149512	Acute Sinusitis
19537s053,054,20780s017,018lbl	C0013369	Infectious Diarrhea
19537s053,054,20780s017,018lbl	C0041466	Typhoid Fever
19537s053,054,20780s017,018lbl	C0041466	Enteric Fever
19537s053,054,20780s017,018lbl	C0036117	Salmonella
19537s053,054,20780s017,018lbl	C0041466	typhoid
19537s053,054,20780s017,018lbl	C0018081	gonorrhea
19537s053,054,20780s017,018lbl	C0034186	Pyelonephritis
19537s053,054,20780s017,018lbl	C0022408	arthropathy
19537s053,054,20780s017,018lbl	C0003175	anthrax
19537s053,054,20780s017,018lbl	C0003175	ANTHRAX
19537s053,054,20780s017,018lbl	C0021311	infection
021706lbl	C0013295	Duodenal Ulcer
021706lbl	C0013295	duodenal ulcer
021706lbl	C0038358	Gastric Ulcer
021706lbl	C0038358	gastric ulcer
021706lbl	C0017168	Gastroesophageal Reflux Disease
021706lbl	C0017168	GERD
021706lbl	C0018834	heartburn
021706lbl	C0014868	Esophagitis
021706lbl	C0014868	esophagitis
021706lbl	C0041909	Upper Gastrointestinal Bleeding
021706lbl	C0041909	upper gastrointestinal bleeding
021713lbl	C0036341	Schizophrenia
021713lbl	C0036341	schizophrenia
021713lbl	C0005586	Bipolar Disorder
021937s007lbl	C0021311	infection
021726lbl	C0003467	Anxiety
021726lbl	C0003467	anxiety
021726lbl	C0085631	restlessness
021726lbl	C0392680	shortness of breath
021726lbl	C0030252	palpitations
021726lbl	C0038990	sweating
021726lbl	C0043352	dry mouth
021726lbl	C0012833	dizziness
021726lbl	C0220870	lightheadedness
021726lbl	C0027497	nausea
021726lbl	C0011991	diarrhea
021726lbl	C0016382	flushes
021726lbl	C0085593	chills
021726lbl	C0577559	lump
021726lbl	C0030319	Panic Disorder
021726lbl	C0030319	panic disorder
021726lbl	C0001818	agoraphobia
021726lbl	C0030319	Panic disorder
021726lbl	C0086769	panic attacks
021726lbl	C0008301	choking
021726lbl	C0008031	chest pain
021726lbl	C0012833	dizzy
021726lbl	C0220870	lightheaded
021726lbl	C0030554	paresthesias
021726lbl	C0028643	numbness
17377s58lbl	C0042029	Urinary Tract Infections
17377s58lbl	C0042029	urinary tract infections
17377s58lbl	C0271429	Acute Otitis Media
17377s58lbl	C0271429	acute otitis media
17377s58lbl	C0029882	otitis media
17377s58lbl	C0008677	Chronic Bronchitis
17377s58lbl	C0008677	chronic bronchitis
17377s58lbl	C0013371	Shigellosis
17377s58lbl	C0014335	enteritis
17377s58lbl	C0032305	Pneumocystis Carinii Pneumonia
17377s58lbl	C0032305	Pneumocystis carinii pneumonia
17377s58lbl	C0011991	Diarrhea
17377s58lbl	C0011991	diarrhea
021729lbl	C0036341	Schizophrenia
021729lbl	C0036341	schizophrenia
021729lbl	C0005586	Bipolar Disorder
021436s013,021713s008,021729s001lbl	C0036341	Schizophrenia
021436s013,021713s008,021729s001lbl	C0036341	schizophrenia
021436s013,021713s008,021729s001lbl	C0005586	Bipolar Disorder
021737lbl	C0042164	uveitis
20897se8-013_Ditropan_lbl	C0042024	urinary incontinence
020151s046,020699s075lbl	C1269683	Major Depressive Disorder
020151s046,020699s075lbl	C1269683	major depressive disorder
020151s046,020699s075lbl	C0917801	insomnia
020151s046,020699s075lbl	C0917799	hypersomnia
020151s046,020699s075lbl	C0085631	psychomotor agitation
020151s046,020699s075lbl	C0015672	fatigue
020151s046,020699s075lbl	C0038663	suicide attempt
020151s046,020699s075lbl	C0003467	Anxiety
020151s046,020699s075lbl	C0003467	anxiety
020151s046,020699s075lbl	C0085631	restlessness
020151s046,020699s075lbl	C0349231	Phobia
020151s046,020699s075lbl	C0086769	panic attack
020151s046,020699s075lbl	C0349231	phobias
020151s046,020699s075lbl	C0030319	Panic Disorder
020151s046,020699s075lbl	C0030319	panic disorder
020151s046,020699s075lbl	C0001818	agoraphobia
020151s046,020699s075lbl	C0030319	Panic disorder
020151s046,020699s075lbl	C0086769	panic attacks
020151s046,020699s075lbl	C0030252	palpitations
020151s046,020699s075lbl	C0038990	sweating
020151s046,020699s075lbl	C0392680	shortness of breath
020151s046,020699s075lbl	C0008301	choking
020151s046,020699s075lbl	C0008031	chest pain
020151s046,020699s075lbl	C0027497	nausea
020151s046,020699s075lbl	C0012833	dizzy
020151s046,020699s075lbl	C0220870	lightheaded
020151s046,020699s075lbl	C0030554	paresthesias
020151s046,020699s075lbl	C0028643	numbness
020151s046,020699s075lbl	C0085593	chills
020151s046,020699s075lbl	C0016382	flushes
022004s002lbl	C0018621	SEASONAL ALLERGIC RHINITIS
022004s002lbl	C0018621	seasonal allergic rhinitis
022004s002lbl	C0002103	ALLERGIC RHINITIS
022004s002lbl	C0002103	allergic rhinitis
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0006852	Vaginal candidiasis
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0021311	infections
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0006840	candidiasis
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0042029	urinary tract infections
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0031154	peritonitis
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0006840	Candida infections
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0032285	pneumonia
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0025289	meningitis
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0005961	bone marrow transplantation
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0006852	vaginal candidiasis
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0042267	vaginitis
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0018681	Headache
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0000737	Abdominal pain
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0027497	Nausea
19949s30,32,35,19950s31,33,37,20090s12,14,17lbl	C0011991	Diarrhea
21365_Lexapro_lbl	C1269683	major depressive disorder
21365_Lexapro_lbl	C0917801	insomnia
21365_Lexapro_lbl	C0917799	hypersomnia
21365_Lexapro_lbl	C0085631	psychomotor agitation
21365_Lexapro_lbl	C0015672	fatigue
21365_Lexapro_lbl	C0038663	suicide attempt
21365_Lexapro_lbl	C1269683	major depressive disorders
021743lbl	C0149925	small cell lung cancer
021744lbl	C0042029	urinary tract infections
021744lbl	C0149523	acute cystitis
021744lbl	C0034186	PYELONEPHRITIS
021744lbl	C0042029	URINARY TRACT INFECTIONS
021744lbl	C0021311	INFECTIONS
021744lbl	C0015967	fever
021744lbl	C0004604	back pain
021475s002,021419s003lbl	C0041671	Attention Deficit Disorders
021475s002,021419s003lbl	C0027404	Narcolepsy
021475s002,021419s003lbl	C0262405	Brain Dysfunction
021475s002,021419s003lbl	C0262405	Cerebral Dysfunction
021475s002,021419s003lbl	C0262630	short attention span
021475s002,021419s003lbl	C0151611	abnormal EEG
021475s002,021419s003lbl	C0033975	psychosis
019818s034lbl	C0005961	bone marrow transplantation
019818s034lbl	C0005961	bone marrow transplant
21012s007lbl	C0006826	malignancy
021748lbl	C0011860	type 2 diabetes
21062s6s7lbl	C0021311	infections
21062s6s7lbl	C0008677	chronic bronchitis
21062s6s7lbl	C0149512	Acute sinusitis
21062s6s7lbl	C0155862	pneumonia due to Streptococcus
21062s6s7lbl	C0008148	Chlamydia
21062s6s7lbl	C0023241	Legionella
21062s6s7lbl	C0042029	urinary tract infections
21062s6s7lbl	C0010692	cystitis
21062s6s7lbl	C0034186	Pyelonephritis
21062s6s7lbl	C0018081	gonorrhea
21062s6s7lbl	C0021311	infection
21506,21754lbl	C0006840	candidiasis
21506,21754lbl	C0006840	Candida infections
21506,21754lbl	C0021311	infections
20560slr040_fosamax_lbl	C0029456	osteoporosis
20560slr040_fosamax_lbl	C0016658	fractures
20560slr040_fosamax_lbl	C0029456	Osteoporosis
20560slr040_fosamax_lbl	C0016658	fracture
20560slr040_fosamax_lbl	C0025322	early menopause
019818s042lbl	C0005961	bone marrow transplantation
019818s042lbl	C0005961	bone marrow transplant
021756lbl	C0024437	macular degeneration
021758lbl	C0033860	psoriasis
021759lbl	C0699790	colon cancer
021759lbl	C0027651	tumor
021759lbl	C0699790	carcinoma of the colon
20990s1lbl	C1269683	Major Depressive Disorder
20990s1lbl	C1269683	major depressive disorder
20990s1lbl	C0085631	psychomotor agitation
20990s1lbl	C0015672	fatigue
20990s1lbl	C0038663	suicide attempt
20990s1lbl	C0029421	OCD
20990s1lbl	C0030319	Panic Disorder
20990s1lbl	C0030319	panic disorder
20990s1lbl	C0001818	agoraphobia
20990s1lbl	C0030319	Panic disorder
20990s1lbl	C0086769	panic attacks
20990s1lbl	C0030252	palpitations
20990s1lbl	C0038990	sweating
20990s1lbl	C0392680	shortness of breath
20990s1lbl	C0008301	choking
20990s1lbl	C0008031	chest pain
20990s1lbl	C0027497	nausea
20990s1lbl	C0012833	dizzy
20990s1lbl	C0220870	lightheaded
20990s1lbl	C0030554	paresthesias
20990s1lbl	C0028643	numbness
20990s1lbl	C0085593	chills
20990s1lbl	C0016382	flushes
20990s1lbl	C0038436	Posttraumatic Stress Disorder
20990s1lbl	C0038436	PTSD
20990s1lbl	C0038436	posttraumatic stress disorder
20990s1lbl	C0236720	flashbacks
021762lbl	C0029456	osteoporosis
021762lbl	C0016658	fractures
021762lbl	C0029456	Osteoporosis
021762lbl	C0016658	fracture
021763lbl	C1269683	major depressive disorder
021763lbl	C0917801	insomnia
021763lbl	C0917799	hypersomnia
021763lbl	C0085631	psychomotor agitation
021763lbl	C0015672	fatigue
021763lbl	C0038663	suicide attempt
021764lbl	C0017601	glaucoma
021764lbl	C0028840	ocular hypertension
020441s020lbl	C0004096	asthma
020441s020lbl	C0149783	corticosteroid therapy
020441s020lbl	C0006266	bronchospasm
021770lbl	C0017601	glaucoma
021770lbl	C0028840	ocular hypertension
20634s15s21s22lbl	C0024959	maxillary sinusitis
20634s15s21s22lbl	C0008677	chronic bronchitis
20634s15s21s22lbl	C0032308	pneumonia due to Staphylococcus
20634s15s21s22lbl	C0008148	Chlamydia
20634s15s21s22lbl	C0023241	Legionella
20634s15s21s22lbl	C0021311	infections
20634s15s21s22lbl	C0000833	abscesses
20634s15s21s22lbl	C0007642	cellulitis
20634s15s21s22lbl	C0242301	furuncles
20634s15s21s22lbl	C0021099	impetigo
20634s15s21s22lbl	C0034212	pyoderma
20634s15s21s22lbl	C0042029	urinary tract infections
20634s15s21s22lbl	C0034186	pyelonephritis
20634s15s21s22lbl	C0021311	infection
021773lbl	C0011860	type 2 diabetes mellitus
018163s058s059lbl	C0917801	insomnia
021774lbl	C0917801	insomnia
021777lbl	C0037763	muscle spasm
021777lbl	C0030193	pain
021777lbl	C0037928	spinal cord disease
021777lbl	C0007789	cerebral palsy
021778lbl	C0003123	anorexia
021778lbl	C0006625	cachexia
021778lbl	C0043096	weight loss
021778lbl	C0001175	acquired immunodeficiency syndrome
20685s55lbl	C0019693	HIV infection
021779lbl	C0020538	hypertension
021782lbl	C0917801	insomnia
021785lbl	C0019693	HIV infection
021789lbl	C0035854	rosacea
021266s019,021267s021,021630s011lbl	C0026946	fungal infections
021266s019,021267s021,021630s011lbl	C0004030	aspergillosis
021266s019,021267s021,021630s011lbl	C0006840	Candida infections
021266s019,021267s021,021630s011lbl	C0021311	infections
021266s019,021267s021,021630s011lbl	C0006840	candidiasis
021266s019,021267s021,021630s011lbl	C0004030	Aspergillosis
021266s019,021267s021,021630s011lbl	C0006826	malignancies
021266s019,021267s021,021630s011lbl	C0005961	bone marrow transplantation
021266s019,021267s021,021630s011lbl	C0027651	tumors
021266s019,021267s021,021630s011lbl	C0020517	Allergy
021266s019,021267s021,021630s011lbl	C0009450	Infectious Diseases
021266s019,021267s021,021630s011lbl	C0026946	Mycoses
021266s019,021267s021,021630s011lbl	C0006826	Cancer
021266s019,021267s021,021630s011lbl	C0021311	infection
021266s019,021267s021,021630s011lbl	C0000833	abscess
021266s019,021267s021,021630s011lbl	C0032285	pneumonia
021266s019,021267s021,021630s011lbl	C0031542	phlebitis
021266s019,021267s021,021630s011lbl	C0029443	osteomyelitis
021266s019,021267s021,021630s011lbl	C0006840	Candidiasis
021266s019,021267s021,021630s011lbl	C0014868	esophagitis
021266s019,021267s021,021630s011lbl	C0015403	eye infections
021266s019,021267s021,021630s011lbl	C0015403	eye infection
021790lbl	C0026986	myelodysplastic syndromes
021790lbl	C0002871	anemia
021790lbl	C0023418	leukemia
021793lbl	C0017168	Gastroesophageal Reflux
021793lbl	C0017168	gastroesophageal reflux
021793lbl	C0018834	heartburn
021793lbl	C0041582	ulcers
021793lbl	C0267176	Diabetic Gastroparesis
021793lbl	C0152020	Gastric Stasis
021793lbl	C0152020	gastric stasis
021793lbl	C0027497	nausea
021793lbl	C0042963	vomiting
021793lbl	C0003123	anorexia
021794lbl	C0001144	acne vulgaris
021794lbl	C0002871	anemia
021794lbl	C0702166	acne
021799lbl	C0028250	nocturnal leg cramps
21345se1-004,005_arixtra_lbl	C0149871	deep vein thrombosis
21345se1-004,005_arixtra_lbl	C0034065	pulmonary embolism
21073s023lbl	C0011860	type 2 diabetes
21073s023lbl	C0011849	diabetes mellitus
21073s023lbl	C0011860	NIDDM
21073s024lbl	C0011860	type 2 diabetes
21073s024lbl	C0011849	diabetes mellitus
21073s024lbl	C0011860	NIDDM
021520s013s014lbl	C0005586	bipolar disorder
021802lbl	C0542476	forgetful
021802lbl	C0033975	psychosis
021806lbl	C0085166	bacterial vaginosis
021806lbl	C0042267	vaginitis
021806lbl	C0085166	nonspecific vaginitis
021806lbl	C0227791	vaginal discharge
021806lbl	C0042998	vulvovaginitis
021806lbl	C0008148	Chlamydia
021806lbl	C0019348	Herpes simplex
021807lbl	C0678222	Breast Cancer
021807lbl	C0678222	breast cancer
021807lbl	C0029936	oophorectomy
021807lbl	C0027651	tumors
021807lbl	C0024885	segmental mastectomy
021807lbl	C0007097	Carcinoma
021807lbl	C0025274	menarche
20659slr030,20945slr013_norvir_lbl	C0021311	infection
20659slr030,20945slr013_norvir_lbl	C0019693	HIV disease
021810lbl	C0011849	diabetes mellitus
021814lbl	C0019163	hepatitis B
021814lbl	C0021311	infection
14879slr040_dopram_lbl	C0242184	hypoxia
14879slr040_dopram_lbl	C0003578	apnea
14879slr040_dopram_lbl	C0042963	vomiting
14879slr040_dopram_lbl	C0024115	pulmonary disease
14879slr040_dopram_lbl	C0020440	hypercapnia
14879slr040_dopram_lbl	C0024117	chronic obstructive pulmonary disease
011961s039lbl	C1269683	major depressive disorder
011961s039lbl	C0003467	anxiety
011961s039lbl	C0003467	anxious mood
011961s039lbl	C0917801	insomnia
011961s039lbl	C0917799	hypersomnia
011961s039lbl	C0085631	psychomotor agitation
011961s039lbl	C0015672	fatigue
011961s039lbl	C0038663	suicide attempt
050536s019lbl	C0021311	infections
050536s019lbl	C0041912	Upper respiratory tract infections
050536s019lbl	C0043167	Pertussis
050536s019lbl	C0043168	whooping cough
050536s019lbl	C0043168	Bordetella
050536s019lbl	C0043167	pertussis
050536s019lbl	C0012546	Diphtheria
050536s019lbl	C0021311	Infections
050536s019lbl	C0012546	diphtheria
050536s019lbl	C0014752	Erythrasma
050536s019lbl	C0039128	Syphilis
050536s019lbl	C0007939	primary syphilis
050536s019lbl	C0002438	amebiasis
050536s019lbl	C0014323	Entamoeba histolytica
050536s019lbl	C0242172	pelvic inflammatory disease
050536s019lbl	C0018081	gonorrhoea
050536s019lbl	C0919842	serologic test for syphilis
050536s019lbl	C0018081	gonorrhea
050536s019lbl	C0008148	Chlamydia
050536s019lbl	C0009763	conjunctivitis
050536s019lbl	C0032285	pneumonia
050536s019lbl	C0311389	nongonococcal urethritis
050536s019lbl	C0023241	Legionella
050536s019lbl	C0035436	Rheumatic Fever
050536s019lbl	C0035436	rheumatic fever
050536s019lbl	C0040425	tonsillitis
050536s019lbl	C0031350	pharyngitis
050536s019lbl	C0036689	streptococcal pharyngitis
021765s004lbl	C0429468	anovulatory
021765s004lbl	C0021359	infertility
050536s020lbl	C0021311	infections
050536s020lbl	C0041912	Upper respiratory tract infections
050536s020lbl	C0043167	Pertussis
050536s020lbl	C0043168	whooping cough
050536s020lbl	C0043168	Bordetella
050536s020lbl	C0043167	pertussis
050536s020lbl	C0012546	Diphtheria
050536s020lbl	C0021311	Infections
050536s020lbl	C0012546	diphtheria
050536s020lbl	C0014752	Erythrasma
050536s020lbl	C0039128	Syphilis
050536s020lbl	C0007939	primary syphilis
050536s020lbl	C0002438	amebiasis
050536s020lbl	C0014323	Entamoeba histolytica
050536s020lbl	C0242172	pelvic inflammatory disease
050536s020lbl	C0018081	gonorrhoea
050536s020lbl	C0919842	serologic test for syphilis
050536s020lbl	C0018081	gonorrhea
050536s020lbl	C0008148	Chlamydia
050536s020lbl	C0009763	conjunctivitis
050536s020lbl	C0032285	pneumonia
050536s020lbl	C0311389	nongonococcal urethritis
050536s020lbl	C0023241	Legionella
050536s020lbl	C0035436	Rheumatic Fever
050536s020lbl	C0035436	rheumatic fever
050536s020lbl	C0040425	tonsillitis
050536s020lbl	C0031350	pharyngitis
021818lbl	C0011991	Diarrhea
021818lbl	C0011991	diarrhea
021765s007lbl	C0429468	anovulatory
021765s007lbl	C0021359	infertility
021821lbl	C0021311	infections
021823lbl	C0029456	Osteoporosis
021823lbl	C0029456	osteoporosis
021823lbl	C0016658	fractures
021823lbl	C0016658	fracture
021823lbl	C0025322	early menopause
021829lbl	C0242422	Parkinson
021481s010lbl	C0021311	infection
021481s010lbl	C0015672	fatigue
021481s011lbl	C0021311	infection
021481s011lbl	C0015672	fatigue
20250s7s8lbl	C0021311	infection
021481s012lbl	C0021311	infection
021481s012lbl	C0015672	fatigue
21200scm006_zelnorm_lbl	C0022104	irritable bowel syndrome
21200scm006_zelnorm_lbl	C0022104	IBS
21200scm006_zelnorm_lbl	C0009806	constipation
021839lbl	C0162429	malnutrition
021839lbl	C0020676	hypothyroidism
021839lbl	C0162429	nutritional deficiencies
021840lbl	C0700589	contraceptive methods
021840lbl	C0002453	Amenorrhea
50664slr023,50665slr023_cefzil_lbl	C0021311	infections
50664slr023,50665slr023_cefzil_lbl	C0031350	Pharyngitis
50664slr023,50665slr023_cefzil_lbl	C0040425	tonsillitis
50664slr023,50665slr023_cefzil_lbl	C0038395	streptococcal infections
50664slr023,50665slr023_cefzil_lbl	C0035436	rheumatic fever
50664slr023,50665slr023_cefzil_lbl	C0029882	Otitis Media
50664slr023,50665slr023_cefzil_lbl	C0029882	otitis media
50664slr023,50665slr023_cefzil_lbl	C0149512	Acute Sinusitis
50664slr023,50665slr023_cefzil_lbl	C0004623	Bacterial Infection
50664slr023,50665slr023_cefzil_lbl	C0149514	Acute Bronchitis
50664slr023,50665slr023_cefzil_lbl	C0008677	Chronic Bronchitis
50664slr023,50665slr023_cefzil_lbl	C0021311	Infections
50664slr023,50665slr023_cefzil_lbl	C0000833	Abscesses
020386s032lbl	C0020538	Hypertension
020386s032lbl	C0020538	hypertension
020386s032lbl	C0149721	Left Ventricular Hypertrophy
020386s032lbl	C0038454	stroke
020386s032lbl	C0149721	left ventricular hypertrophy
020386s032lbl	C0038454	Stroke
020386s032lbl	C0022658	Nephropathy
020386s032lbl	C0011881	diabetic nephropathy
020386s032lbl	C0033687	proteinuria
021845lbl	C0020538	hypertension
21257se8-006,21257slr008,009_travatan_lbl	C0017601	glaucoma
21257se8-006,21257slr008,009_travatan_lbl	C0028840	ocular hypertension
077132s000lbl	C0027651	tumor
077132s000lbl	C0029456	Osteoporosis
077132s000lbl	C0029456	osteoporosis
077132s000lbl	C0016658	fractures
077132s000lbl	C0016658	fracture
077132s000lbl	C0016658	Fractures
077132s000lbl	C0080179	vertebral fracture
077132s000lbl	C0036117	Salmonella
077132s000lbl	C0025322	early menopause
077132s000lbl	C0156312	Testicular atrophy
21752s002lbl	C0021311	infection
21275scp010,slr012_lumigan_lbl	C0017612	open angle glaucoma
21275scp010,slr012_lumigan_lbl	C0028840	ocular hypertension
019813s033lbl	C0030193	pain
019813s033lbl	C0398353	hypoventilation
019813s033lbl	C0030193	Pain
019813s033lbl	C0013146	abuse
019813s033lbl	C0740858	substance abuse
019813s033lbl	C0085762	alcohol abuse
019813s033lbl	C1269683	major depression
020386s045lbl	C0020538	Hypertension
020386s045lbl	C0020538	hypertension
020386s045lbl	C0149721	Left Ventricular Hypertrophy
020386s045lbl	C0038454	stroke
020386s045lbl	C0149721	left ventricular hypertrophy
020386s045lbl	C0038454	Stroke
020386s045lbl	C0022658	Nephropathy
020386s045lbl	C0011881	diabetic nephropathy
020386s045lbl	C0033687	proteinuria
021860lbl	C0003467	anxiety
021860lbl	C0015672	lack of energy
021860lbl	C0262397	breast tenderness
021860lbl	C0018681	headache
021860lbl	C0231528	muscle pain
021860lbl	C1291077	bloating
021860lbl	C0043094	weight gain
021860lbl	C0525045	mood disorders
021862lbl	C0030193	pain
021862lbl	C0086543	cataract
018012s27lbl	C0011570	depressions
021864lbl	C0700589	contraceptive methods
021864lbl	C0002453	Amenorrhea
021864lbl	C0019080	bleeding
021864lbl	C0019080	Bleeding
021864lbl	C0025874	spotting
021864lbl	C0002453	amenorrhea
021365s016lbl	C1269683	Major Depressive Disorder
021365s016lbl	C1269683	major depressive disorder
021365s016lbl	C0917801	insomnia
021365s016lbl	C0917799	hypersomnia
021365s016lbl	C0085631	psychomotor agitation
021365s016lbl	C0015672	fatigue
021365s016lbl	C0038663	suicide attempt
021365s016lbl	C1269683	major depressive disorders
021365s016lbl	C0003467	Anxiety
021365s016lbl	C0003467	anxiety
021365s016lbl	C0085631	restlessness
021866lbl	C0036341	Schizophrenia
021866lbl	C0036341	schizophrenia
021866lbl	C0005586	Bipolar Disorder
021866lbl	C0085631	Agitation
021866lbl	C0085631	agitation
021866lbl	C0005586	bipolar disorder
021866lbl	C0085631	Psychomotor agitation
021866lbl	C0085631	agitated
021868lbl	C0011849	diabetes mellitus
021868lbl	C0020456	hyperglycemia
021868lbl	C0011854	type 1 diabetes
021868lbl	C0011860	type 2 diabetes
021870lbl	C0006826	malignancy
021870lbl	C0006826	cancer
021870lbl	C0010054	coronary artery disease
021870lbl	C0014544	epileptic seizures
20326s11s13lbl	C0032285	pneumonia
20326s11s13lbl	C0032305	Pneumocystis carinii pneumonia
021871lbl	C0700589	contraceptive methods
021871lbl	C0002453	Amenorrhea
021532s004lbl	C0020538	hypertension
021872lbl	C0036572	seizures
021872lbl	C0014544	epilepsy
021873lbl	C0700589	contraceptive methods
021873lbl	C0003467	anxiety
021873lbl	C0015672	lack of energy
021873lbl	C0262397	breast tenderness
021873lbl	C0018681	headache
021873lbl	C0231528	muscle pain
021873lbl	C1291077	bloating
021873lbl	C0043094	weight gain
021873lbl	C0525045	mood disorders
021873lbl	C0033046	premenstrual syndrome
021873lbl	C0033046	PMS
021873lbl	C0002453	Amenorrhea
021875lbl	C0917799	excessive sleepiness
021875lbl	C0037315	sleep apnea
021875lbl	C0027404	narcolepsy
021875lbl	C0851578	sleep disorder
021877lbl	C0023449	acute lymphoblastic leukemia
021877lbl	C0024299	lymphoma
021878lbl	C0011854	type 1 diabetes mellitus
021878lbl	C0011860	type 2 diabetes mellitus
021878lbl	C0020456	hyperglycemia
021880lbl	C0002871	anemia
021880lbl	C0026986	myelodysplastic syndromes
021081s025lbl	C0011854	type 1 diabetes mellitus
021081s025lbl	C0011860	type 2 diabetes mellitus
021081s025lbl	C0020456	hyperglycemia
021884lbl	C0162429	malnutrition
021884lbl	C0020676	hypothyroidism
021884lbl	C0162429	nutritional deficiencies
021885lbl	C0029456	osteoporosis
021885lbl	C0016658	fracture
021885lbl	C0001948	alcohol intake
21158_factive_lbl	C0021311	infections
21158_factive_lbl	C0008677	chronic bronchitis
21158_factive_lbl	C0032285	pneumonia
21158_factive_lbl	C0008148	Chlamydia
020553s056lbl	C0030193	pain
020553s056lbl	C0030193	Pain
21546_rebetol_lbl	C0019189	chronic hepatitis
21546_rebetol_lbl	C0023895	liver disease
21546_rebetol_lbl	C0016059	fibrosis
21546_rebetol_lbl	C0023890	cirrhosis
020553s059lbl	C0030193	pain
020553s059lbl	C0030193	Pain
21299_paroxetine_lbl	C1269683	Major Depressive Disorder
21299_paroxetine_lbl	C1269683	major depressive disorder
21299_paroxetine_lbl	C0085631	psychomotor agitation
21299_paroxetine_lbl	C0015672	fatigue
21299_paroxetine_lbl	C0038663	suicide attempt
21299_paroxetine_lbl	C0028768	Obsessive Compulsive Disorder
21299_paroxetine_lbl	C0028768	obsessive compulsive disorder
21299_paroxetine_lbl	C0029421	OCD
21299_paroxetine_lbl	C0028768	Obsessive compulsive disorder
21299_paroxetine_lbl	C0030319	Panic Disorder
21299_paroxetine_lbl	C0030319	panic disorder
21299_paroxetine_lbl	C0001818	agoraphobia
21299_paroxetine_lbl	C0030319	Panic disorder
21299_paroxetine_lbl	C0086769	panic attacks
21299_paroxetine_lbl	C0030252	palpitations
21299_paroxetine_lbl	C0038990	sweating
21299_paroxetine_lbl	C0392680	shortness of breath
21299_paroxetine_lbl	C0008301	choking
21299_paroxetine_lbl	C0008031	chest pain
21299_paroxetine_lbl	C0027497	nausea
21299_paroxetine_lbl	C0012833	dizzy
21299_paroxetine_lbl	C0220870	lightheaded
21299_paroxetine_lbl	C0030554	paresthesias
21299_paroxetine_lbl	C0028643	numbness
21299_paroxetine_lbl	C0085593	chills
21299_paroxetine_lbl	C0016382	flushes
19463slr026_timoptic_lbl	C0028840	ocular hypertension
19463slr026_timoptic_lbl	C0017601	glaucoma
020898s029lbl	C0549473	thyroid cancer
020898s029lbl	C0040145	thyroidectomy
020898s029lbl	C0006826	cancer
020898s029lbl	C0020676	hypothyroidism
020898s029lbl	C0020676	Hypothyroid
021897lbl	C0001973	alcohol dependence
20743slr002_noritate_lbl	C0041834	erythema
20743slr002_noritate_lbl	C0035854	rosacea
020037s014lbl	C0086543	cataract
020037s014lbl	C0030193	pain
020037s014lbl	C0085636	photophobia
020604s034lbl	C0006625	cachexia
020604s035lbl	C0006625	cachexia
021903lbl	C0013274	patent ductus arteriosus
021905lbl	C0041408	Turner syndrome
021906lbl	C0021311	infection
021906lbl	C0011991	diarrhea
020604s040lbl	C0006625	Cachexia
020604s040lbl	C0006625	cachexia
021083s022,023,021110s030,031lbl	C0022671	renal transplant
